RouteNumber,Stop,latitude,longitude,StopNumber
G2,Cherry Orchard Hosp Palmerstown,53.34459066,-6.377023992,2205
G2,Cherry Orchard IE Palmerstown,53.3439611,-6.373037882,2687
G2,Cleggan Park Ballyfermot,53.34346348,-6.368190746,2688
G2,Blackditch Drive Ballyfermot,53.343106,-6.363743793,2689
G2,Ballyfermot Ballyfermot,53.34268762,-6.358803681,2696
G2,Ballyfermot Parade Ballyfermot,53.34227749,-6.35317265,2697
G2,St Gabriel's School Ballyfermot,53.34248065,-6.347067355,2713
G2,Markievicz Park Ballyfermot,53.34190509,-6.341863178,2714
G2,O'Hogan Road Ballyfermot,53.34255175,-6.338594135,2715
G2,Sarsfield Road Ballyfermot,53.34284066,-6.332245022,2716
G2,St Mary's Avenue Islandbridge,53.34228228,-6.327671228,2718
G2,Woodfield Place Inchicore,53.34164576,-6.320111942,2719
G2,Emmet Road Inchicore,53.3397065,-6.318986809,1989
G2,Myra Cottages Inchicore,53.3404728,-6.314691579,1990
G2,Inchicore Library Inchicore,53.34065448,-6.309112765,1992
G2,Old Kilmainham Kilmainham,53.3408537,-6.304779666,1993
G2,Mount Brown Kilmainham,53.34142397,-6.299380565,1994
G2,Basin Street Lower Kilmainham,53.34267521,-6.293218203,1995
G2,James Street James's Gate,53.34356004,-6.288481954,1996
G2,Thomas Street James's Gate,53.34357106,-6.285492687,1997
G2,Bridgefoot Street Liberties,53.34313961,-6.28049382,1998
G2,Francis St Junction Liberties,53.34311923,-6.276589644,1999
G2,High Street Dublin City South,53.34331052,-6.273653355,2001
G2,Ormond Quay Temple Bar,53.34605803,-6.268495613,7883
G2,Eden Quay Dublin,53.34784248,-6.258329553,7359
G2,Custom House Dublin City,53.34833502,-6.253893022,407
G2,IFSC Docklands,53.34824358,-6.250111922,2498
G2,CHQ Docklands,53.34812785,-6.247127501,2499
G2,Beckett Bridge Docklands,53.34778839,-6.242379929,2500
G2,Spencer Place Docklands,53.34737589,-6.236358729,2501
G2,New Wapping Street Docklands,53.34966041,-6.235242898,2502
G2,Castleforbes Road North Wall,53.34896383,-6.231906991,7890
H1,Baldoyle Church Baldoyle,53.39964611,-6.128037507,950
H1,College Street Baldoyle,53.39846302,-6.129397946,915
H1,Georgian Hamlet Baldoyle,53.39782037,-6.131411193,916
H1,Admiral Park Baldoyle,53.39725512,-6.133195369,917
H1,Baldoyle Youth Club Baldoyle,53.3972217,-6.136234614,918
H1,Laurence O'Toole Ch Baldoyle,53.39666496,-6.139146123,919
H1,Abbey Park Baldoyle,53.39715952,-6.143200026,7551
H1,Industrial Estate Baldoyle,53.39759736,-6.147662307,4800
H1,Grange Abbey Grove Donaghmede,53.39816903,-6.153818298,5157
H1,Grange Abbey Drive Donaghmede,53.39823437,-6.156883396,5154
H1,Old Grange Abbey Donaghmede,53.3985247,-6.159968727,4804
H1,Grange Road Donaghmede,53.39760034,-6.16181315,738
H1,Holy Trinity Church Donaghmede,53.39514507,-6.163467873,739
H1,Ardara Avenue Donaghmede,53.39314126,-6.167012605,740
H1,St Donagh's Road Donaghmede,53.39190771,-6.167456646,741
H1,Raheny Road Raheny,53.38982338,-6.16986157,742
H1,Woodbine Park Raheny,53.38802488,-6.172735229,743
H1,Belmont Park Raheny,53.38509219,-6.174920476,744
H1,Raheny Station Raheny,53.38134354,-6.175471604,745
H1,Raheny Raheny,53.38024793,-6.176119869,600
H1,Watermill Road Raheny,53.37921012,-6.177020924,654
H1,Watermill Drive Raheny,53.37773867,-6.175430437,655
H1,St Anne's Avenue Raheny,53.37647018,-6.177709263,656
H1,All Saints Park Raheny,53.37554544,-6.178951149,657
H1,Waterfall Road Raheny,53.37498005,-6.183138664,658
H1,Sybil Hill Avenue Raheny,53.37523749,-6.185878257,659
H1,All Saints Road Raheny,53.37635465,-6.190790789,604
H1,The Meadows Raheny,53.37566669,-6.193435377,605
H1,St Brigid's Church Killester,53.37470896,-6.197864622,606
H1,The Demesne Killester,53.3725158,-6.202030164,607
H1,Killester Killester,53.37107836,-6.204465336,608
H1,Castle Grove Clontarf,53.36983759,-6.208620272,609
H1,Ashbrook Clontarf,53.36836228,-6.211537498,610
H1,Hollybrook Park Clontarf,53.36675465,-6.218832896,611
H1,Copeland Avenue Marino,53.36575623,-6.224209068,612
H1,Marino Crescent Pk Clontarf,53.36461748,-6.226811045,613
H1,Fairview Fairview,53.36363805,-6.233493228,614
H1,Nth Strand Fire Stn North Strand,53.35984472,-6.239554837,616
H1,Newcomen Bridge North Strand,53.35610115,-6.24474206,618
H1,Amiens Street Connolly Station,53.35404459,-6.247305269,619
H1,Talbot Street Dublin,53.35096109,-6.252779611,620
H1,Gardiner Street Dublin City,53.35045056,-6.25596996,7569
H1,Abbey St Lower Dublin,53.34889004,-6.25682995,7591
H2,St James's Terrace Malahide,53.45127074,-6.15147039,3624
H2,Malahide Malahide,53.45100601,-6.150391963,3586
H2,The Old Golf Links Malahide,53.45112714,-6.145107383,3587
H2,Sea Park Malahide,53.44990891,-6.140748921,3588
H2,Muldowney Court Malahide,53.44875944,-6.137351214,3590
H2,Biscayne Malahide,53.44608372,-6.132349374,3589
H2,Robswall Crescent Malahide,53.44463359,-6.12756529,3591
H2,Monks Meadow Portmarnock,53.43787929,-6.122714416,3592
H2,Wendell Avenue Portmarnock,53.43396805,-6.124918746,3605
H2,Kelvin Close Portmarnock,53.4349292,-6.13003903,3606
H2,Redfern Avenue Portmarnock,53.434901,-6.136286662,3607
H2,Hillcourt Portmarnock,53.43108582,-6.13428637,3608
H2,Carrickhill Rd Lwr Portmarnock,53.42608521,-6.134084098,3609
H2,Portmarnock Portmarnock,53.42173931,-6.136095055,3598
H2,Hazel Court Portmarnock,53.41947161,-6.139955843,4465
H2,Coast Road Portmarnock,53.41724211,-6.142234753,944
H2,St Rita's House Portmarnock,53.41530954,-6.138768458,945
H2,Moyne Bridge Portmarnock,53.40918648,-6.136328212,947
H2,Moyne Cottages Portmarnock,53.40614341,-6.13428023,948
H2,Red Arches Rd The Coast,53.40124928,-6.12996753,7725
H2,Baldoyle Church Baldoyle,53.39964611,-6.128037507,950
H2,Baldoyle Baldoyle,53.39780173,-6.126780063,928
H2,Warrenhouse Road Baldoyle,53.39618286,-6.126144391,929
H2,Moyclare Baldoyle,53.3930553,-6.125018745,930
H2,Baldoyle Road Sutton,53.3909048,-6.12430131,931
H2,Baldoyle Road Jct Sutton,53.38832029,-6.12513665,587
H2,Sutton Park Sutton,53.38805314,-6.127584144,588
H2,Kilbarrack Cemetery Bayside,53.38677418,-6.134300533,589
H2,Bayside Bayside,53.38618193,-6.137243129,590
H2,Kilbarrack Road Kilbarrack,53.38416757,-6.144682461,591
H2,James Larkin Road Kilbarrack,53.38273303,-6.148382891,592
H2,Howth Road Raheny,53.38184868,-6.15163823,593
H2,Lonsdale Raheny,53.38116337,-6.155561435,594
H2,Foxfield Raheny,53.38059991,-6.159238536,595
H2,Shieling Square Raheny,53.38025281,-6.1617939,596
H2,Maywood Raheny,53.3798981,-6.165612365,597
H2,Avondale Park Raheny,53.37984666,-6.169282436,598
H2,Raheny Library Raheny,53.38030035,-6.173081072,599
H2,Raheny Raheny,53.38024793,-6.176119869,600
H2,Cill Eanna Raheny,53.37922352,-6.179666069,601
H2,Wade's Avenue Raheny,53.3781425,-6.183049126,602
H2,Ennafort Park Raheny,53.37738213,-6.187425384,603
H2,All Saints Road Raheny,53.37635465,-6.190790789,604
H2,The Meadows Raheny,53.37566669,-6.193435377,605
H2,St Brigid's Church Killester,53.37470896,-6.197864622,606
H2,The Demesne Killester,53.3725158,-6.202030164,607
H2,Killester Killester,53.37107836,-6.204465336,608
H2,Castle Grove Clontarf,53.36983759,-6.208620272,609
H2,Ashbrook Clontarf,53.36836228,-6.211537498,610
H2,Hollybrook Park Clontarf,53.36675465,-6.218832896,611
H2,Copeland Avenue Marino,53.36575623,-6.224209068,612
H2,Marino Crescent Pk Clontarf,53.36461748,-6.226811045,613
H2,Fairview Fairview,53.36363805,-6.233493228,614
H2,Nth Strand Fire Stn North Strand,53.35984472,-6.239554837,616
H2,Newcomen Bridge North Strand,53.35610115,-6.24474206,618
H2,Amiens Street Connolly Station,53.35404459,-6.247305269,619
H2,Talbot Street Dublin,53.35096109,-6.252779611,620
H2,Gardiner Street Dublin City,53.35045056,-6.25596996,7569
H2,Abbey St Lower Dublin,53.34889004,-6.25682995,7591
H3,Howth Summit Howth,53.3724895,-6.058649857,707
H3,Kitestown Road Howth,53.37393529,-6.055803498,568
H3,Thormanby Hill Howth,53.37553682,-6.054798726,569
H3,Thormanby Woods Howth,53.37733325,-6.055829103,570
H3,Mariners Cove Baily,53.37856421,-6.056900352,571
H3,Upper Cliff Road Howth,53.38042057,-6.05774788,572
H3,Thormanby Lawns Howth,53.38222347,-6.059725343,573
H3,Howth Church Howth,53.3846161,-6.064261979,574
H3,Main Street Howth Howth,53.38598312,-6.065417853,575
H3,Howth Abbey Howth,53.38776003,-6.066359572,576
H3,Howth Harbour Howth,53.38816318,-6.070160317,577
H3,Howth Station Howth,53.38866128,-6.074287393,579
H3,Howth Castle Howth,53.38877442,-6.079634997,580
H3,Howth Lodge Howth,53.39005795,-6.083997654,581
H3,Claremont Road Howth,53.39095891,-6.091986571,582
H3,Offington Park Sutton,53.39106525,-6.095831005,8147
H3,Burrow School Sutton,53.39076515,-6.100129705,583
H3,Church Road Sutton,53.38990212,-6.105205007,584
H3,Sutton Cross Sutton,53.38935319,-6.110837658,585
H3,St Fintans High Sch Sutton,53.38883696,-6.116844528,586
H3,Baldoyle Road Jct Sutton,53.38832029,-6.12513665,587
H3,Sutton Park Sutton,53.38805314,-6.127584144,588
H3,Kilbarrack Cemetery Bayside,53.38677418,-6.134300533,589
H3,Bayside Bayside,53.38618193,-6.137243129,590
H3,Kilbarrack Road Kilbarrack,53.38416757,-6.144682461,591
H3,James Larkin Road Kilbarrack,53.38273303,-6.148382891,592
H3,Howth Road Raheny,53.38184868,-6.15163823,593
H3,Lonsdale Raheny,53.38116337,-6.155561435,594
H3,Foxfield Raheny,53.38059991,-6.159238536,595
H3,Shieling Square Raheny,53.38025281,-6.1617939,596
H3,Maywood Raheny,53.3798981,-6.165612365,597
H3,Avondale Park Raheny,53.37984666,-6.169282436,598
H3,Raheny Library Raheny,53.38030035,-6.173081072,599
H3,Raheny Raheny,53.38024793,-6.176119869,600
H3,Cill Eanna Raheny,53.37922352,-6.179666069,601
H3,Wade's Avenue Raheny,53.3781425,-6.183049126,602
H3,Ennafort Park Raheny,53.37738213,-6.187425384,603
H3,All Saints Road Raheny,53.37635465,-6.190790789,604
H3,The Meadows Raheny,53.37566669,-6.193435377,605
H3,St Brigid's Church Killester,53.37470896,-6.197864622,606
H3,The Demesne Killester,53.3725158,-6.202030164,607
H3,Killester Killester,53.37107836,-6.204465336,608
H3,Castle Grove Clontarf,53.36983759,-6.208620272,609
H3,Ashbrook Clontarf,53.36836228,-6.211537498,610
H3,Hollybrook Park Clontarf,53.36675465,-6.218832896,611
H3,Copeland Avenue Marino,53.36575623,-6.224209068,612
H3,Marino Crescent Pk Clontarf,53.36461748,-6.226811045,613
H3,Fairview Fairview,53.36363805,-6.233493228,614
H3,Nth Strand Fire Stn North Strand,53.35984472,-6.239554837,616
H3,Newcomen Bridge North Strand,53.35610115,-6.24474206,618
H3,Amiens Street Connolly Station,53.35404459,-6.247305269,619
H3,Talbot Street Dublin,53.35096109,-6.252779611,620
H3,Gardiner Street Dublin City,53.35045056,-6.25596996,7569
H3,Abbey St Lower Dublin,53.34889004,-6.25682995,7591
L25,Dun Laoghaire Stn Dun Laoghaire,53.29488713,-6.134902673,2039
L25,Dun Laoghaire SC Dun Laoghaire,53.29279123,-6.135369114,2040
L25,St Michael's Hosp Dun Laoghaire,53.29359763,-6.139234396,2041
L25,Smith's Villas Dun Laoghaire,53.29365115,-6.142667476,2042
L25,Vesey Place Dun Laoghaire,53.29247355,-6.142658553,2043
L25,Knapton Court Dun Laoghaire,53.29087238,-6.143732996,2044
L25,Tivoli Terrace Sth Dun Laoghaire,53.28907705,-6.145040972,2045
L25,Monkstown Park Monkstown,53.28932452,-6.149395223,6098
L25,Bluepool Pitches Monkstown,53.28851667,-6.153525124,7330
L25,Lanesville Kill of The Grange,53.28644899,-6.159898987,2051
L25,Grange Grove Deansgrange,53.28624451,-6.165292438,6086
L25,Rowanbyrn Deansgrange,53.28738132,-6.170838563,7419
L25,Newtownpark Avenue Saint Augustine'S Park,53.28926789,-6.176052972,7921
L25,Carysfort Avenue Saint Augustine'S Park,53.28896705,-6.181660826,7922
L25,Stillorgan Park Galloping Green,53.28940208,-6.185437474,3345
L25,Patrician Villas Stillorgan,53.28983343,-6.194314373,7918
L25,Stillorgan Village Stillorgan,53.28910796,-6.196264948,4637
L25,Stillorgan SC Stillorgan,53.28808419,-6.201677938,3322
L25,Kilmacud Road Lower Stillorgan,53.28863187,-6.204624956,3563
L25,Kilmacud Park Stillorgan,53.2881365,-6.20754055,444
L25,Kilmacud House Stillorgan,53.28568856,-6.208528002,445
L25,Marsham Court Kilmacud,53.28447733,-6.211068505,7393
L25,Kilmacud Avenue Kilmacud,53.28419253,-6.214859897,2880
L25,Lakelands Lawn Kilmacud,53.28461381,-6.218381986,2882
L25,Sweet Briar Lane Kilmacud,53.28567375,-6.221952632,2883
L25,Eden Park Avenue Kilmacud,53.28707947,-6.227623879,2885
L25,Knocknashee Kilmacud,53.28834667,-6.231246402,2886
L25,Birches Lane Kilmacud,53.28914841,-6.23379324,2887
L25,Balally Luas Dundrum Castle,53.28701815,-6.237435959,7923
L25,Dundrum Centre Dundrum,53.28718357,-6.240114006,2841
L25,Holy Cross Church Dundrum,53.28970408,-6.244030416,2865
L25,Main Street Dundrum,53.29151804,-6.245741045,2866
L25,Dundrum Luas Dundrum,53.29165196,-6.247004004,7981
L53,Liffey Valley SC Liffey Valley,53.35392448,-6.391947164,8060
L53,Clayton Hotel Liffey Valley,53.35354588,-6.401230054,7755
L53,Shancastle Park Ronanstown,53.35040938,-6.404606981,4688
L53,Fonthill Retail Pk Ronanstown,53.34769918,-6.405594419,4689
L53,St Mark's Grove Ronanstown,53.34524894,-6.406526966,4410
L53,Rowlagh Ronanstown,53.34350405,-6.407102632,2678
L53,Foxdene Avenue Balgaddy,53.34118559,-6.411183774,7784
L53,M?le an R?Balgaddy,53.33982893,-6.415273865,7780
L53,Tor an R?Balgaddy,53.33905087,-6.418276149,7803
L53,Foxborough Park Ballyowen,53.3400525,-6.427414779,7386
L53,Moy Glas Dene Lucan,53.34034117,-6.430227316,4607
L53,Rossberry Avenue Adamstown,53.33923078,-6.437386269,7140
L53,Haydens Park Lucan,53.33973498,-6.440867025,7141
L53,Johnsbridge Avenue Adamstown,53.34129233,-6.445210339,7138
L53,Haydens Lane Grange Manor (Dublin),53.34345215,-6.446107875,7763
L53,Finnstown Abbey Adamstown,53.34447047,-6.447692942,3370
L53,Somerton Finnstown Abbey,53.34289201,-6.452105511,7797
L53,Finnstown Castle Adamstown,53.34031893,-6.452604269,7231
L53,Castlegate Walk Adamstown,53.33796712,-6.456999231,7128
L53,Castlegate Drive Adamstown,53.33764022,-6.460915277,7117
L53,Stratton Grove Adamstown,53.33733861,-6.46401944,7118
L53,Adamstown Station Adamstown,53.336262,-6.468397952,6289
L54,River Forest Louisa Valley,53.37233777,-6.491540253,7820
L54,River Forest Leixlip,53.37205415,-6.489010497,3995
L54,Captain's Hill Saint Catherine'S Park,53.3711668,-6.486366894,3996
L54,Riverdale Leixlip,53.36694952,-6.487628333,3997
L54,Leixlip Leixlip,53.36449238,-6.487354814,3998
L54,Cooldrinagh Terrace Leixlip,53.36183674,-6.483482329,3999
L54,Springfield Hotel Leixlip,53.36053963,-6.478314797,4000
L54,Liffey Valley Golf Lucan,53.35892285,-6.472062315,4001
L54,Leixlip Road Lucan,53.35551692,-6.460211089,3949
L54,Ball Alley House Lucan,53.35560253,-6.455010021,3950
L54,Lucan Village Lucan,53.35656433,-6.448094763,3372
L54,Lucan Heights Lucan,53.35808278,-6.441849813,3373
L54,St Mary's Church Lucan,53.35963425,-6.439524496,3374
L54,Chalet Gardens Lucan,53.3600895,-6.435165749,2233
L54,Ballydowd Grove Lucan,53.35973766,-6.430956783,2232
L54,Ballyowen Park Lucan,53.35575591,-6.422089276,4601
L54,Ballyowen Road Ballyowen,53.35089882,-6.422494054,5058
L54,The Penny Hill Lucan,53.34762646,-6.424477329,4602
L54,Glen Vale Ballydowd Manor,53.34472682,-6.426101204,7760
L54,Foxborough Ballyowen,53.33989449,-6.426339257,4619
L54,Buirg an R?Balgaddy,53.33916065,-6.419098058,7776
L54,Divine Mercy NS Balgaddy,53.3399112,-6.415375959,7748
L54,Foxdene Avenue Balgaddy,53.34128563,-6.411270182,7783
L54,Foxdene Gardens Ronanstown,53.33876116,-6.407985213,2680
L54,Clondalkin Fonthill Ronanstown,53.33326067,-6.406643485,7756
L54,Dunawley Clondalkin,53.3257789,-6.405015754,7750
L54,New Nangor Road Nangor,53.3254024,-6.402402668,2156
L54,Michael Collins Pk Nangor,53.32744026,-6.397537366,6014
L54,Oakfield Clondalkin,53.32540403,-6.395137002,2158
L54,Garda Station Clondalkin,53.32322075,-6.393882469,2159
L54,Clondalkin Village Clondalkin,53.32234722,-6.393089778,4409
L54,Watery Lane Clondalkin,53.32491655,-6.390335938,4550
L54,Woodford Walk Clondalkin,53.32649702,-6.38292024,4551
L54,Woodford Grove Clondalkin,53.32386835,-6.379296802,1965
L54,Woodford Hill Clondalkin,53.32054309,-6.377996797,1966
L54,Monastery Gate Newlands (Dublin),53.31835705,-6.375873214,7781
L54,Red Cow Luas Newlands (Dublin),53.317137,-6.370110804,7791
L58,Hazelhatch Station Hazelhatch (Kildare),53.32338297,-6.522570027,7812
L58,Hazelhatch Road Hazelhatch Park,53.32906192,-6.529730296,7764
L58,Willow Avenue Hazelhatch Park,53.33306317,-6.530598592,7804
L58,Shinkeen Road Primrose Gate,53.33491722,-6.531540961,7814
L58,St. Wolstan's Abbey Saint Wolstan'S Abbey,53.33652935,-6.531080206,7816
L58,Donacumper Cemetery Celbridge,53.33974684,-6.529603068,3935
L58,Ballyoulster Celbridge,53.34202064,-6.518696801,3936
L58,The Orchard Celbridge,53.34279116,-6.514885579,7110
L58,Celbridge Park Celbridge,53.34334308,-6.51229829,3938
L58,Canoe Club Barnhall,53.34866079,-6.511332053,7747
L58,Hewlett Packard Leixlip,53.35444673,-6.508276151,4003
L58,Leixlip Park Leixlip,53.36046748,-6.503167865,7770
L58,Castletown Leixlip,53.36240978,-6.500380241,4404
L58,Highfield Park Leixlip,53.36425052,-6.496664282,4405
L58,Old Hill Louisa Valley,53.36630384,-6.49627651,7785
L58,Our Lady's Nativity Leixlip,53.36575411,-6.492599338,3991
L58,Leixlip Village Leixlip,53.36363791,-6.490856002,7758
L58,St Mary's Park Dublin Road (Kildare),53.36900299,-6.487255124,7798
L58,Captain's Hill Leixlip,53.37144584,-6.486402095,3993
L58,River Forest Louisa Valley,53.37242851,-6.492318558,7821
L59,Hazelhatch Station Hazelhatch (Kildare),53.32338297,-6.522570027,7812
L59,Hazelhatch Road Hazelhatch Park,53.32906192,-6.529730296,7764
L59,Willow Avenue Hazelhatch Park,53.33306317,-6.530598592,7804
L59,Shinkeen Road Hazelhatch Park,53.33522269,-6.53298699,7795
L59,Primrose Hill Hazelhatch Park,53.33619361,-6.535206086,7788
L59,English Row Celbridge,53.33795414,-6.540251263,7085
L59,Priory Lodge Celbridge,53.33477782,-6.545840328,7790
L59,Celbridge Abbey Celbridge,53.33529556,-6.552940119,7086
L59,Priory Square Celbridge,53.33823598,-6.557510678,7087
L59,Church Road Oldtown Mill,53.34148491,-6.554157242,7745
L59,Oldtown Road Celbridge,53.34369806,-6.550628114,7088
L59,Willowbrook Lawns Celbridge,53.34490014,-6.549701183,7089
L59,Willowbrook Park Oldtown Mill,53.34682375,-6.550461997,7802
L59,Castle Village Celbridge,53.35028633,-6.548436911,7091
L59,Thornhill Celbridge,53.35226277,-6.546882603,3910
L59,Crodaun Forest Park Celbridge,53.35427004,-6.547129705,3911
L59,M4 Business Park M4 Business Park,53.35925291,-6.545953676,7777
L59,Beechpark Estate Leixlip,53.36545804,-6.522827459,7313
L59,Glen Easton Leixlip,53.36468533,-6.517054279,6164
L59,Lough na Mona Glen Easton,53.36527033,-6.514224066,7712
L59,Easton Road Leixlip,53.36491227,-6.509292944,6159
L59,Accommodation Road Leixlip,53.3652343,-6.507733974,6160
L59,Scoil Bhride Leixlip,53.36643116,-6.501395998,6161
L59,Our Lady's Nativity Leixlip,53.36575411,-6.492599338,3991
L59,Leixlip Village Leixlip,53.36363791,-6.490856002,7758
L59,St Mary's Park Dublin Road (Kildare),53.36900299,-6.487255124,7798
L59,Captain's Hill Leixlip,53.37144584,-6.486402095,3993
L59,River Forest Louisa Valley,53.37242851,-6.492318558,7821
N4,Blanchardstown SC Blanchardstown,53.39433277,-6.391852415,4747
N4,Retail Park Blanchardstown,53.39432331,-6.388484588,2960
N4,Westend Office Park Blanchardstown,53.39275666,-6.384288697,1545
N4,Blanchardstown Vlge Blanchardstown,53.38796113,-6.379283383,1840
N4,Church Road Blanchardstown,53.38612143,-6.375519731,1841
N4,Old Navan Road Blanchardstown,53.38496788,-6.371339262,1842
N4,Connolly Hospital Blanchardstown,53.38756911,-6.370292743,7298
N4,Mill Road Blanchardstown,53.39008648,-6.370346954,2294
N4,Waterville Terrace Blanchardstown,53.39156195,-6.375733482,6039
N4,Waterville Row Corduff,53.39309001,-6.378381798,1816
N4,Waterville Road Corduff,53.39601504,-6.374059989,6171
N4,Aquatic Centre Corduff,53.39899878,-6.369419913,4974
N4,Indoor Arena Corduff,53.40198377,-6.36226731,4976
N4,Rosemount Park Cloghran,53.40218845,-6.355581979,2510
N4,Ballycoolin Road Cloghran,53.39840859,-6.350013206,7242
N4,Barnlodge Cloghran,53.39718344,-6.344616971,7238
N4,Stadium Business Pk Cloghran,53.39781703,-6.338442018,7224
N4,Cappagh Cross Cloghran,53.398068,-6.333905702,1581
N4,Heathfield Avenue The Crossroads,53.39513353,-6.327163464,1582
N4,Avila Park Finglas,53.39226728,-6.320825368,4793
N4,Ratoath Drive Finglas,53.39028242,-6.317099634,6068
N4,Abbottstown Road Finglas,53.38988542,-6.315085552,1584
N4,Mellowes Road Finglas,53.39014171,-6.310955759,983
N4,Garda Station Finglas,53.38991138,-6.306754998,984
N4,Finglas Sports Ctr Finglas,53.38992476,-6.303897749,985
N4,Finglas Finglas,53.39021992,-6.299375324,987
N4,St Canice's GNS Finglas,53.38989026,-6.29579516,988
N4,St Canice's BNS Finglas,53.38999498,-6.291806506,138
N4,Grove Park Road Glasnevin North,53.39060149,-6.286459685,139
N4,Beneavin Park Glasnevin North,53.39063454,-6.282504049,140
N4,Willow Park Road Glasnevin North,53.3904451,-6.278091182,141
N4,Glasnevin Park Glasnevin North,53.39019826,-6.274071681,142
N4,Willow Park Avenue Wadelai,53.38987672,-6.269243319,143
N4,Collins Avenue Ext Santry,53.38909074,-6.264013001,1645
N4,DCU Collins Avenue Whitehall,53.38715464,-6.256980483,1646
N4,Collins Avenue Whitehall,53.38428088,-6.24916034,211
N4,Whitehall Whitehall,53.38319561,-6.246258365,212
N4,Swords Road Whitehall,53.382251,-6.243786938,7851
N4,Whitehall Colmcille Whitehall,53.38075066,-6.237700398,7830
N4,Grace Park Heights Beaumont,53.38015609,-6.235785859,1190
N4,Grace Park Meadows Beaumont,53.37921723,-6.233073887,1191
N4,Celtic Park Road Beaumont,53.37863321,-6.230662897,1192
N4,The Yard Beaumont,53.37799217,-6.227442777,1193
N4,Belton Park Road Beaumont,53.37752618,-6.225117227,1194
N4,Oak Road Beaumont,53.37638993,-6.221241526,1195
N4,Malahide Road Donnycarney,53.37522772,-6.218043472,7839
N4,Parnell Park Donnycarney,53.37468608,-6.216082135,674
N4,Clanhugh Road Donnycarney,53.37346392,-6.210692498,4389
N4,Railway Bridge Donnycarney,53.37189049,-6.207662387,4390
N4,Castle Grove Clontarf,53.36983759,-6.208620272,609
N4,Ashbrook Clontarf,53.36836228,-6.211537498,610
N4,Hollybrook Park Clontarf,53.36675465,-6.218832896,611
N4,Copeland Avenue Marino,53.36575623,-6.224209068,612
N4,Marino Crescent Pk Clontarf,53.36461748,-6.226811045,613
N4,Clontarf Road Clontarf,53.36414161,-6.226845838,1740
N4,Eastpoint North Strand,53.35928836,-6.232320956,7852
N4,East Road East Wall,53.35437104,-6.229864993,2278
N4,Caledon Road East Wall,53.35294142,-6.23162214,2279
N4,New Wapping Street North Wall,53.34765399,-6.235393989,7842
N4,Point Village North Wall,53.34808101,-6.22993107,7844
P29,Adamstown Station Adamstown,53.33632205,-6.468509947,6290
P29,Stratton Grove Adamstown,53.33755687,-6.463516094,7120
P29,Castlegate Drive Adamstown,53.33781333,-6.459707755,7119
P29,Castlegate Walk Adamstown,53.33820711,-6.456795307,7127
P29,Castlegate Way Adamstown,53.33934708,-6.453210082,7143
P29,Somerton Finnstown Abbey,53.34296653,-6.452313115,7796
P29,Newcastle Road Lucan,53.34521485,-6.451721066,7168
P29,Lucan Comm College Lucan,53.34769651,-6.451105469,4616
P29,St Patricks Church Lucan,53.34956391,-6.450256669,2227
P29,Vesey Park Lucan,53.3513054,-6.449397338,7049
P29,Hermitage Bridge Lucan,53.35886945,-6.410856561,2236
P29,Hermitage Clinic Palmerstown,53.35752147,-6.402794001,5056
P29,Liffey Valley SC Liffey Valley,53.35616846,-6.391727442,2239
P29,Kennelsfort Road Palmerstown,53.3549293,-6.371268077,2241
P29,The Oval Palmerstown,53.35392734,-6.367009833,2242
P29,Memorial Gardens Islandbridge,53.34317891,-6.315380867,7435
P29,South Circular Road Islandbridge,53.34343715,-6.311390721,2722
P29,Heuston Station Heuston Station,53.34615602,-6.292794016,4413
P29,Sarsfield Quay Wolfe Tone Quay,53.34707371,-6.284676221,1476
P29,Arran Quay The Coombe,53.34636759,-6.278711651,7854
P29,Four Courts Smithfield,53.34562263,-6.27318436,7856
P29,Ormond Quay Temple Bar,53.34605803,-6.268495613,7883
P29,Bachelors Walk Dublin,53.34702802,-6.261667029,315
P29,Moss Street Near Tara Station,53.34701085,-6.251859622,7733
P29,Prince's St South Pearse Station,53.34561679,-6.249348322,7861
P29,Erne Street Pearse Station,53.34341825,-6.245308176,351
P29,Pearse Square Grand Canal Dock,53.34298913,-6.242412105,352
P29,Grand Canal Quay Grand Canal Dock,53.34264502,-6.239798006,353
P29,Ringsend Road Grand Canal Dock,53.34223585,-6.236435689,354
S2,Pine Road Irishtown,53.34050949,-6.214040019,369
S2,Bremen Road Irishtown,53.33716097,-6.218962067,7932
S2,Beach Road Irishtown,53.33624998,-6.217101224,7933
S2,Sandymount Strand Sandymount,53.3341557,-6.212894023,7934
S2,Newgrove Avenue Sandymount,53.33235103,-6.211227632,385
S2,Sandymount Green Sandymount,53.33169538,-6.214858694,7935
S2,Sandymount Avenue Sandymount,53.33037715,-6.216265041,2806
S2,Wilfield Park Sandymount,53.3287555,-6.21902018,2807
S2,Sandymount Station Ballsbridge,53.32681146,-6.223064619,2808
S2,RDS Ballsbridge Ballsbridge,53.32832869,-6.228992148,486
S2,American Embassy Ballsbridge,53.33085525,-6.233902252,487
S2,Pembroke Road Dublin City South,53.33199915,-6.235882011,2798
S2,Eastmoreland Place Dublin City South,53.33269199,-6.242024679,2799
S2,Waterloo Road Dublin City South,53.3324534,-6.243521016,753
S2,Burlington Road Dublin City South,53.33078379,-6.24428029,754
S2,Wellington Lane Dublin City South,53.32882807,-6.245141351,755
S2,Appian Way Ranelagh,53.32789826,-6.247926995,849
S2,Chelmsford Road Ranelagh,53.32608577,-6.251198965,850
